burnout,loc,cope,teaching,research,pastoral
Not,7.64705882352941,17.5572519083969,45.4545454545455,47.9166666666667,33.3333333333333
Not,7.64705882352941,12.2137404580153,41.8181818181818,62.5,37.037037037037
Not,8.23529411764706,22.1374045801527,60,52.0833333333333,38.8888888888889
Not,7.05882352941177,13.7404580152672,32.7272727272727,87.5,33.3333333333333
Not,7.64705882352941,15.2671755725191,50.9090909090909,89.5833333333333,68.5185185185185
Not,7.64705882352941,18.3206106870229,49.0909090909091,56.25,46.2962962962963
Not,14.7058823529412,12.9770992366412,67.2727272727273,54.1666666666667,59.2592592592593
Not,11.7647058823529,9.92366412213741,52.7272727272727,79.1666666666667,66.6666666666667
Not,8.23529411764706,10.6870229007634,49.0909090909091,64.5833333333333,53.7037037037037
Not,9.41176470588235,19.8473282442748,52.7272727272727,43.75,51.8518518518519
Not,14.7058823529412,10.6870229007634,52.7272727272727,45.8333333333333,50
Not,18.8235294117647,11.4503816793893,49.0909090909091,89.5833333333333,37.037037037037
Not,36.4705882352941,6.87022900763359,58.1818181818182,56.25,61.1111111111111
Not,8.82352941176471,62.5954198473283,78.1818181818182,39.5833333333333,53.7037037037037
Not,8.82352941176471,12.2137404580153,38.1818181818182,72.9166666666667,53.7037037037037
Not,11.7647058823529,9.92366412213741,49.0909090909091,62.5,61.1111111111111
Not,7.64705882352941,15.2671755725191,47.2727272727273,62.5,37.037037037037
Not,9.41176470588235,22.1374045801527,56.3636363636364,85.4166666666667,51.8518518518519
Not,7.05882352941177,13.7404580152672,49.0909090909091,64.5833333333333,38.8888888888889
Not,14.1176470588235,22.9007633587786,70.9090909090909,68.75,70.3703703703704
Not,7.64705882352941,12.2137404580153,49.0909090909091,35.4166666666667,42.5925925925926
Not,13.5294117647059,9.16030534351145,40,89.5833333333333,50
Not,11.1764705882353,9.92366412213741,50.9090909090909,77.0833333333333,44.4444444444444
Not,36.4705882352941,15.2671755725191,67.2727272727273,62.5,62.962962962963
Not,15.2941176470588,16.793893129771,43.6363636363636,54.1666666666667,61.1111111111111
Not,15.8823529411765,25.9541984732824,47.2727272727273,75,44.4444444444444
Not,8.82352941176471,9.92366412213741,56.3636363636364,72.9166666666667,57.4074074074074
Not,11.1764705882353,9.92366412213741,47.2727272727273,64.5833333333333,55.5555555555556
Not,8.23529411764706,22.9007633587786,47.2727272727273,54.1666666666667,53.7037037037037
Not,7.64705882352941,10.6870229007634,56.3636363636364,54.1666666666667,77.7777777777778
Not,8.82352941176471,9.92366412213741,49.0909090909091,75,40.7407407407407
Not,7.64705882352941,15.2671755725191,34.5454545454545,60.4166666666667,38.8888888888889
Not,42.3529411764706,4.58015267175573,56.3636363636364,58.3333333333333,57.4074074074074
Not,15.8823529411765,8.3969465648855,38.1818181818182,75,50
Not,21.1764705882353,12.2137404580153,52.7272727272727,97.9166666666667,50
Not,18.8235294117647,20.6106870229008,65.4545454545455,60.4166666666667,53.7037037037037
Not,23.5294117647059,10.6870229007634,52.7272727272727,68.75,38.8888888888889
Not,12.9411764705882,52.6717557251908,74.5454545454546,68.75,68.5185185185185
Not,15.8823529411765,10.6870229007634,49.0909090909091,45.8333333333333,48.1481481481481
Not,25.2941176470588,53.4351145038168,83.6363636363636,33.3333333333333,40.7407407407407
Not,7.05882352941177,20.6106870229008,43.6363636363636,58.3333333333333,31.4814814814815
Not,12.3529411764706,13.7404580152672,34.5454545454545,56.25,57.4074074074074
Not,8.82352941176471,9.16030534351145,30.9090909090909,75,37.037037037037
Not,17.6470588235294,25.9541984732824,50.9090909090909,54.1666666666667,66.6666666666667
Not,8.82352941176471,25.9541984732824,54.5454545454545,58.3333333333333,55.5555555555556
Not,52.3529411764706,11.4503816793893,63.6363636363636,75,55.5555555555556
Not,14.1176470588235,9.16030534351145,47.2727272727273,56.25,59.2592592592593
Not,23.5294117647059,6.87022900763359,38.1818181818182,83.3333333333333,50
Not,7.05882352941177,10.6870229007634,38.1818181818182,85.4166666666667,55.5555555555556
Not,30,57.2519083969466,94.5454545454546,27.0833333333333,79.6296296296296
Not,22.3529411764706,9.92366412213741,63.6363636363636,79.1666666666667,55.5555555555556
Not,7.64705882352941,100,100,43.75,57.4074074074074
Not,7.05882352941177,10.6870229007634,32.7272727272727,60.4166666666667,46.2962962962963
Not,8.82352941176471,10.6870229007634,36.3636363636364,75,48.1481481481481
Not,10,11.4503816793893,41.8181818181818,52.0833333333333,57.4074074074074
Not,14.1176470588235,41.9847328244275,63.6363636363636,60.4166666666667,72.2222222222222
Not,12.9411764705882,10.6870229007634,49.0909090909091,45.8333333333333,59.2592592592593
Not,11.1764705882353,47.3282442748092,72.7272727272727,77.0833333333333,79.6296296296296
Not,10.5882352941176,32.824427480916,70.9090909090909,60.4166666666667,40.7407407407407
Not,30.5882352941177,13.7404580152672,56.3636363636364,62.5,68.5185185185185
Not,8.82352941176471,12.2137404580153,41.8181818181818,62.5,42.5925925925926
Not,8.23529411764706,11.4503816793893,50.9090909090909,83.3333333333333,57.4074074074074
Not,10,52.6717557251908,56.3636363636364,20.8333333333333,51.8518518518519
Not,15.2941176470588,11.4503816793893,36.3636363636364,66.6666666666667,40.7407407407407
Not,10.5882352941176,11.4503816793893,56.3636363636364,35.4166666666667,50
Not,11.7647058823529,32.824427480916,52.7272727272727,56.25,44.4444444444444
Not,41.1764705882353,6.10687022900763,45.4545454545455,62.5,33.3333333333333
Not,11.1764705882353,15.2671755725191,70.9090909090909,47.9166666666667,90.7407407407408
Not,7.64705882352941,13.7404580152672,52.7272727272727,75,53.7037037037037
Not,9.41176470588235,19.8473282442748,38.1818181818182,79.1666666666667,50
Not,11.1764705882353,32.824427480916,58.1818181818182,70.8333333333333,53.7037037037037
Not,14.1176470588235,12.9770992366412,58.1818181818182,68.75,61.1111111111111
Not,10,25.1908396946565,63.6363636363636,66.6666666666667,64.8148148148148
Not,10.5882352941176,21.3740458015267,54.5454545454545,64.5833333333333,42.5925925925926
Not,8.23529411764706,12.9770992366412,43.6363636363636,79.1666666666667,50
Not,9.41176470588235,16.793893129771,54.5454545454545,79.1666666666667,33.3333333333333
Not,8.23529411764706,12.2137404580153,34.5454545454545,47.9166666666667,42.5925925925926
Not,10,10.6870229007634,49.0909090909091,66.6666666666667,57.4074074074074
Not,8.82352941176471,16.793893129771,50.9090909090909,83.3333333333333,59.2592592592593
Not,10,34.3511450381679,52.7272727272727,50,62.962962962963
Not,36.4705882352941,8.3969465648855,56.3636363636364,83.3333333333333,33.3333333333333
Not,7.64705882352941,25.1908396946565,61.8181818181818,60.4166666666667,55.5555555555556
Not,8.82352941176471,11.4503816793893,45.4545454545455,56.25,62.962962962963
Not,9.41176470588235,13.7404580152672,27.2727272727273,52.0833333333333,48.1481481481481
Not,10.5882352941176,16.793893129771,47.2727272727273,89.5833333333333,50
Not,19.4117647058824,23.6641221374046,58.1818181818182,39.5833333333333,51.8518518518519
Not,13.5294117647059,22.1374045801527,65.4545454545455,35.4166666666667,61.1111111111111
Not,28.2352941176471,10.6870229007634,56.3636363636364,41.6666666666667,61.1111111111111
Not,8.23529411764706,12.2137404580153,41.8181818181818,64.5833333333333,40.7407407407407
Not,8.23529411764706,18.3206106870229,43.6363636363636,45.8333333333333,48.1481481481481
Not,12.9411764705882,11.4503816793893,69.0909090909091,56.25,70.3703703703704
Not,25.8823529411765,8.3969465648855,47.2727272727273,83.3333333333333,53.7037037037037
Not,14.1176470588235,19.0839694656489,43.6363636363636,62.5,53.7037037037037
Not,15.2941176470588,25.1908396946565,72.7272727272727,66.6666666666667,74.0740740740741
Not,100,6.10687022900763,80,52.0833333333333,37.037037037037
Not,8.23529411764706,65.6488549618321,80,43.75,50
Not,11.1764705882353,16.030534351145,56.3636363636364,70.8333333333333,38.8888888888889
Not,27.0588235294118,11.4503816793893,56.3636363636364,62.5,38.8888888888889
Not,10.5882352941176,14.5038167938931,56.3636363636364,79.1666666666667,53.7037037037037
Not,30,10.6870229007634,56.3636363636364,83.3333333333333,50
Not,32.3529411764706,9.16030534351145,56.3636363636364,43.75,44.4444444444444
Not,8.23529411764706,14.5038167938931,41.8181818181818,72.9166666666667,51.8518518518519
Not,8.82352941176471,18.3206106870229,52.7272727272727,50,62.962962962963
Not,47.6470588235294,25.9541984732824,72.7272727272727,45.8333333333333,51.8518518518519
Not,41.1764705882353,12.9770992366412,56.3636363636364,81.25,44.4444444444444
Not,11.1764705882353,16.793893129771,40,43.75,38.8888888888889
Not,14.1176470588235,18.3206106870229,50.9090909090909,54.1666666666667,88.8888888888889
Not,8.23529411764706,51.1450381679389,67.2727272727273,60.4166666666667,57.4074074074074
Not,9.41176470588235,17.5572519083969,52.7272727272727,91.6666666666667,53.7037037037037
Not,9.41176470588235,15.2671755725191,58.1818181818182,79.1666666666667,68.5185185185185
Not,20,21.3740458015267,56.3636363636364,58.3333333333333,46.2962962962963
Not,8.82352941176471,32.0610687022901,67.2727272727273,75,61.1111111111111
Not,8.82352941176471,16.030534351145,60,54.1666666666667,55.5555555555556
Not,59.4117647058824,3.81679389312977,61.8181818181818,62.5,53.7037037037037
Not,23.5294117647059,9.92366412213741,58.1818181818182,58.3333333333333,44.4444444444444
Not,13.5294117647059,24.4274809160305,60,79.1666666666667,46.2962962962963
Not,10.5882352941176,12.9770992366412,56.3636363636364,43.75,61.1111111111111
Not,11.7647058823529,14.5038167938931,49.0909090909091,87.5,27.7777777777778
Not,12.9411764705882,14.5038167938931,47.2727272727273,64.5833333333333,57.4074074074074
Not,9.41176470588235,17.5572519083969,43.6363636363636,58.3333333333333,53.7037037037037
Not,10,49.618320610687,69.0909090909091,45.8333333333333,68.5185185185185
Not,24.1176470588235,10.6870229007634,47.2727272727273,70.8333333333333,44.4444444444444
Not,12.9411764705882,16.793893129771,43.6363636363636,50,48.1481481481481
Not,13.5294117647059,26.7175572519084,61.8181818181818,64.5833333333333,59.2592592592593
Not,8.82352941176471,12.9770992366412,56.3636363636364,93.75,70.3703703703704
Not,9.41176470588235,13.7404580152672,49.0909090909091,72.9166666666667,50
Not,8.23529411764706,27.4809160305344,54.5454545454545,68.75,62.962962962963
Not,17.6470588235294,13.7404580152672,40,62.5,48.1481481481481
Not,11.1764705882353,15.2671755725191,41.8181818181818,85.4166666666667,57.4074074074074
Not,37.6470588235294,29.0076335877863,63.6363636363636,58.3333333333333,37.037037037037
Not,12.9411764705882,12.9770992366412,56.3636363636364,83.3333333333333,75.9259259259259
Not,25.8823529411765,10.6870229007634,58.1818181818182,77.0833333333333,57.4074074074074
Not,20,41.9847328244275,56.3636363636364,56.25,44.4444444444444
Not,34.7058823529412,9.92366412213741,58.1818181818182,41.6666666666667,35.1851851851852
Not,11.1764705882353,24.4274809160305,41.8181818181818,58.3333333333333,38.8888888888889
Not,9.41176470588235,13.7404580152672,60,70.8333333333333,75.9259259259259
Not,11.7647058823529,19.8473282442748,52.7272727272727,43.75,61.1111111111111
Not,10,20.6106870229008,47.2727272727273,35.4166666666667,55.5555555555556
Not,11.1764705882353,13.7404580152672,50.9090909090909,62.5,40.7407407407407
Not,14.7058823529412,12.2137404580153,49.0909090909091,60.4166666666667,53.7037037037037
Not,12.3529411764706,18.3206106870229,43.6363636363636,60.4166666666667,53.7037037037037
Not,22.9411764705882,21.3740458015267,49.0909090909091,41.6666666666667,72.2222222222222
Not,22.3529411764706,12.2137404580153,50.9090909090909,68.75,51.8518518518519
Not,55.8823529411765,24.4274809160305,69.0909090909091,64.5833333333333,29.6296296296296
Not,13.5294117647059,15.2671755725191,67.2727272727273,77.0833333333333,61.1111111111111
Not,10,16.030534351145,49.0909090909091,41.6666666666667,66.6666666666667
Not,13.5294117647059,14.5038167938931,47.2727272727273,62.5,51.8518518518519
Not,12.9411764705882,26.7175572519084,47.2727272727273,52.0833333333333,61.1111111111111
Not,10,16.793893129771,52.7272727272727,75,53.7037037037037
Not,16.4705882352941,19.0839694656489,47.2727272727273,60.4166666666667,37.037037037037
Not,10.5882352941176,16.793893129771,49.0909090909091,62.5,38.8888888888889
Not,10,17.5572519083969,65.4545454545455,72.9166666666667,74.0740740740741
Not,11.7647058823529,16.793893129771,36.3636363636364,70.8333333333333,51.8518518518519
Not,12.9411764705882,64.8854961832061,87.2727272727273,50,79.6296296296296
Not,12.9411764705882,19.0839694656489,50.9090909090909,70.8333333333333,68.5185185185185
Not,23.5294117647059,23.6641221374046,58.1818181818182,60.4166666666667,57.4074074074074
Not,10,17.5572519083969,65.4545454545455,81.25,57.4074074074074
Not,10,22.1374045801527,52.7272727272727,60.4166666666667,61.1111111111111
Not,52.3529411764706,44.2748091603053,67.2727272727273,41.6666666666667,37.037037037037
Not,12.3529411764706,31.2977099236641,81.8181818181818,66.6666666666667,51.8518518518519
Not,22.3529411764706,13.7404580152672,50.9090909090909,85.4166666666667,42.5925925925926
Not,9.41176470588235,19.0839694656489,69.0909090909091,45.8333333333333,74.0740740740741
Not,12.3529411764706,33.587786259542,65.4545454545455,70.8333333333333,55.5555555555556
Not,10.5882352941176,57.2519083969466,70.9090909090909,70.8333333333333,50
Not,10.5882352941176,38.1679389312977,70.9090909090909,41.6666666666667,70.3703703703704
Not,9.41176470588235,22.9007633587786,50.9090909090909,89.5833333333333,55.5555555555556
Not,10,15.2671755725191,58.1818181818182,83.3333333333333,66.6666666666667
Not,10.5882352941176,22.1374045801527,49.0909090909091,62.5,68.5185185185185
Not,37.6470588235294,29.0076335877863,87.2727272727273,64.5833333333333,48.1481481481481
Not,29.4117647058824,29.7709923664122,65.4545454545455,50,79.6296296296296
Not,9.41176470588235,30.5343511450382,43.6363636363636,79.1666666666667,42.5925925925926
Not,12.9411764705882,17.5572519083969,50.9090909090909,75,61.1111111111111
Not,9.41176470588235,14.5038167938931,58.1818181818182,52.0833333333333,61.1111111111111
Not,20.5882352941176,15.2671755725191,49.0909090909091,79.1666666666667,53.7037037037037
Not,15.8823529411765,18.3206106870229,54.5454545454545,72.9166666666667,53.7037037037037
Not,14.1176470588235,16.030534351145,45.4545454545455,56.25,68.5185185185185
Not,10,22.9007633587786,65.4545454545455,87.5,81.4814814814815
Not,15.2941176470588,70.9923664122137,92.7272727272727,52.0833333333333,57.4074074074074
Not,20,35.8778625954199,76.3636363636364,68.75,62.962962962963
Not,14.1176470588235,45.0381679389313,69.0909090909091,58.3333333333333,75.9259259259259
Not,17.0588235294118,14.5038167938931,50.9090909090909,50,33.3333333333333
Not,17.6470588235294,32.824427480916,63.6363636363636,47.9166666666667,85.1851851851852
Not,32.3529411764706,12.9770992366412,60,47.9166666666667,50
Not,44.7058823529412,19.0839694656489,54.5454545454545,62.5,27.7777777777778
Not,16.4705882352941,14.5038167938931,47.2727272727273,83.3333333333333,64.8148148148148
Not,12.9411764705882,39.6946564885496,54.5454545454545,81.25,40.7407407407407
Not,11.1764705882353,16.793893129771,67.2727272727273,47.9166666666667,83.3333333333333
Not,27.0588235294118,22.1374045801527,76.3636363636364,39.5833333333333,53.7037037037037
Not,17.0588235294118,29.0076335877863,63.6363636363636,62.5,50
Not,35.8823529411765,21.3740458015267,56.3636363636364,64.5833333333333,35.1851851851852
Not,12.3529411764706,29.0076335877863,50.9090909090909,43.75,29.6296296296296
Not,17.6470588235294,52.6717557251908,72.7272727272727,43.75,64.8148148148148
Not,16.4705882352941,16.030534351145,56.3636363636364,66.6666666666667,51.8518518518519
Not,20,31.2977099236641,54.5454545454545,52.0833333333333,55.5555555555556
Not,11.7647058823529,19.0839694656489,49.0909090909091,52.0833333333333,61.1111111111111
Not,14.7058823529412,16.030534351145,40,64.5833333333333,59.2592592592593
Not,12.9411764705882,19.8473282442748,49.0909090909091,56.25,61.1111111111111
Not,13.5294117647059,25.1908396946565,45.4545454545455,100,46.2962962962963
Not,24.7058823529412,16.030534351145,60,89.5833333333333,59.2592592592593
Not,11.1764705882353,20.6106870229008,34.5454545454545,72.9166666666667,35.1851851851852
Not,16.4705882352941,16.030534351145,60,52.0833333333333,59.2592592592593
Not,37.6470588235294,12.9770992366412,54.5454545454545,58.3333333333333,53.7037037037037
Not,15.2941176470588,18.3206106870229,58.1818181818182,37.5,59.2592592592593
Not,12.9411764705882,19.8473282442748,36.3636363636364,75,55.5555555555556
Not,73.5294117647059,6.87022900763359,69.0909090909091,77.0833333333333,51.8518518518519
Not,16.4705882352941,16.793893129771,45.4545454545455,58.3333333333333,37.037037037037
Not,21.1764705882353,16.030534351145,54.5454545454545,81.25,50
Not,11.1764705882353,26.7175572519084,47.2727272727273,68.75,50
Not,29.4117647058824,16.793893129771,56.3636363636364,52.0833333333333,48.1481481481481
Not,21.7647058823529,28.2442748091603,56.3636363636364,68.75,37.037037037037
Not,32.3529411764706,25.1908396946565,70.9090909090909,60.4166666666667,66.6666666666667
Not,20.5882352941176,19.0839694656489,58.1818181818182,47.9166666666667,46.2962962962963
Not,13.5294117647059,19.8473282442748,60,56.25,62.962962962963
Not,25.2941176470588,20.6106870229008,47.2727272727273,77.0833333333333,59.2592592592593
Not,12.9411764705882,48.0916030534351,61.8181818181818,27.0833333333333,66.6666666666667
Not,14.1176470588235,53.4351145038168,81.8181818181818,50,77.7777777777778
Not,14.7058823529412,18.3206106870229,43.6363636363636,62.5,61.1111111111111
Not,14.7058823529412,19.0839694656489,49.0909090909091,54.1666666666667,48.1481481481481
Not,11.7647058823529,21.3740458015267,43.6363636363636,64.5833333333333,70.3703703703704
Not,38.8235294117647,14.5038167938931,63.6363636363636,47.9166666666667,50
Not,12.3529411764706,22.1374045801527,56.3636363636364,33.3333333333333,62.962962962963
Not,65.2941176470588,11.4503816793893,63.6363636363636,45.8333333333333,50
Burnt,12.9411764705882,21.3740458015267,45.4545454545455,52.0833333333333,61.1111111111111
Burnt,22.3529411764706,28.2442748091603,54.5454545454545,52.0833333333333,57.4074074074074
